========================================
Signal Quality Analysis – futures mode
Generated: Tue May 12 17:41:44 CEST 2026
========================================
2026-05-12 16:27:12,204 [INFO] SIGNAL MOVR/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:27:13,173 [INFO] SIGNAL INJ/USDT → SELL | conf=0.44 agree=2/2 | REJECTED: conf=0.44 < 0.54
2026-05-12 16:27:14,032 [INFO] SIGNAL GIGGLE/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:27:14,982 [INFO] SIGNAL PENDLE/USDT → SELL | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:27:15,827 [INFO] SIGNAL QTUM/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.219 regime=RANGING)
2026-05-12 16:27:16,702 [INFO] SIGNAL DASH/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=-0.197 regime=RANGING)
2026-05-12 16:27:17,486 [INFO] SIGNAL ORDI/USDT → BUY | conf=0.46 agree=2/2 | REJECTED: conf=0.46 < 0.54
2026-05-12 16:27:18,271 [INFO] SIGNAL EUL/USDT → SELL | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:27:55,700 [INFO] SIGNAL BTC/USDT → SELL | conf=0.44 agree=2/2 | REJECTED: conf=0.44 < 0.54
2026-05-12 16:27:56,474 [INFO] SIGNAL ETH/USDT → BUY | conf=0.38 agree=2/2 | REJECTED: conf=0.38 < 0.54
2026-05-12 16:27:57,246 [INFO] SIGNAL BNB/USDT → BUY | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:27:58,033 [INFO] SIGNAL XRP/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:27:58,944 [INFO] SIGNAL AVAX/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.241 regime=RANGING)
2026-05-12 16:27:59,691 [INFO] SIGNAL DOT/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:28:00,616 [INFO] SIGNAL MOVR/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:28:02,531 [INFO] SIGNAL INJ/USDT → SELL | conf=0.44 agree=2/2 | REJECTED: conf=0.44 < 0.54
2026-05-12 16:28:03,656 [INFO] SIGNAL GIGGLE/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:28:04,640 [INFO] SIGNAL PENDLE/USDT → SELL | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:28:05,510 [INFO] SIGNAL QTUM/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.219 regime=RANGING)
2026-05-12 16:28:06,474 [INFO] SIGNAL DASH/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=-0.197 regime=RANGING)
2026-05-12 16:28:07,503 [INFO] SIGNAL ORDI/USDT → BUY | conf=0.46 agree=2/2 | REJECTED: conf=0.46 < 0.54
2026-05-12 16:28:08,415 [INFO] SIGNAL EUL/USDT → SELL | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:28:46,282 [INFO] SIGNAL BTC/USDT → SELL | conf=0.44 agree=2/2 | REJECTED: conf=0.44 < 0.54
2026-05-12 16:28:47,207 [INFO] SIGNAL ETH/USDT → BUY | conf=0.38 agree=2/2 | REJECTED: conf=0.38 < 0.54
2026-05-12 16:28:48,090 [INFO] SIGNAL BNB/USDT → BUY | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:28:48,996 [INFO] SIGNAL XRP/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:28:49,962 [INFO] SIGNAL AVAX/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.241 regime=RANGING)
2026-05-12 16:28:50,986 [INFO] SIGNAL DOT/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:28:51,929 [INFO] SIGNAL MOVR/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:28:52,924 [INFO] SIGNAL INJ/USDT → SELL | conf=0.44 agree=2/2 | REJECTED: conf=0.44 < 0.54
